,sid,grp,tid,pc1
471,169,1,2,1.0
792,169,1,3,0.3036761864419961
1110,170,1,4,0.3195587180053461
793,170,1,3,0.543821377878788
472,170,1,2,0.462031632310795
156,170,1,1,0.5730831098173002
473,171,1,2,1.0
157,171,1,1,0.7757367092293596
1111,171,1,4,0.34832215281614937
794,171,1,3,0.6050666360874734
474,172,1,2,0.8953865681961657
1112,172,1,4,0.43595384799612824
795,172,1,3,0.9362300315424693
158,172,1,1,0.96452040304859
796,173,1,3,0.6539105400514742
475,173,1,2,0.6499048136739346
159,173,1,1,0.9374814381954474
1113,173,1,4,0.32689792438757304
476,174,1,2,1.0
797,174,1,3,0.43640537126683304
1114,174,1,4,0.591637012485727
160,174,1,1,0.8154187709076792
477,175,1,2,0.6360829133520344
1115,175,1,4,0.5403135313991284
161,175,1,1,0.9714901000182868
798,175,1,3,0.6293817854958789
799,176,1,3,0.8093279382886597
1116,176,1,4,0.33723648468311274
478,176,1,2,0.5979451464659838
162,176,1,1,0.8608805313694396
800,177,1,3,0.46432382432382435
479,177,1,2,0.27239341300759984
1117,177,1,4,0.6781268334839764
163,177,1,1,0.9742150329710971
480,178,1,2,0.3535454021158692
164,178,1,1,0.5939184765594108
1118,178,1,4,0.7131488731740583
801,178,1,3,0.17818275900525193
802,179,1,3,0.6053911596532273
1119,179,1,4,0.2875046049267883
481,179,1,2,0.6533658076671537
165,180,1,1,0.5729725589302788
482,180,1,2,0.6663343983203049
803,180,1,3,0.4452774337670824
1120,181,1,4,0.5540110386734158
166,181,1,1,0.9673826173826173
804,181,1,3,0.3416730710234412
483,181,1,2,0.7254608132299342
1121,182,1,4,0.2704468333568885
167,182,1,1,0.9386950062231931
805,182,1,3,0.3980052749153301
484,182,1,2,0.6554183520029127
168,183,1,1,0.2797667503328696
1122,183,1,4,0.6039654344757859
806,183,1,3,0.27623099123099126
485,183,1,2,0.6895121545121545
169,184,1,1,0.757653040765788
807,184,1,3,0.6114377258672588
170,185,1,1,0.7023408005495577
486,185,1,2,0.48515938746944265
1123,185,1,4,0.5511371716556129
808,185,1,3,0.5836551780655294
809,186,1,3,0.5953851919710985
1124,186,1,4,0.6668973756594432
171,186,1,1,0.819223764684486
487,186,1,2,0.6024669956042504
810,187,1,3,0.7932136328307281
488,187,1,2,0.8590480719561618
172,187,1,1,0.3047828986137776
1125,187,1,4,0.4073457758316824
811,188,1,3,0.33931410298022224
489,188,1,2,0.5250729469913882
173,188,1,1,0.5433333333333333
1126,188,1,4,0.6804483440580895
1127,189,1,4,0.4142194992097536
174,189,1,1,0.382658148263546
812,190,1,3,0.5144507379759231
490,190,1,2,0.8321061409836481
1128,190,1,4,0.5863274350572776
175,190,1,1,1.0
176,191,1,1,0.6619769551596992
491,191,1,2,0.550996266362076
1129,191,1,4,0.39618824881912784
813,191,1,3,0.6802711725285827
177,192,1,1,0.771925287403104
492,192,1,2,0.8693900124463864
814,192,1,3,0.5619820931794011
1130,192,1,4,0.5241259442356898
1131,193,1,4,0.3585188029332059
815,193,1,3,0.4675757340578985
178,193,1,1,1.0
493,193,1,2,0.9605204030485899
179,194,1,1,0.9904908949745906
494,194,1,2,0.8201130171428158
1132,194,1,4,0.475428858975487
816,194,1,3,0.5095479263381807
817,195,1,3,0.6738471104642056
180,195,1,1,0.931987106511328
495,195,1,2,0.7459946049553265
1133,195,1,4,0.5860395820254886
818,196,1,3,0.7768130648161609
181,196,1,1,1.0
496,196,1,2,0.8678820759384496
1134,196,1,4,0.3510407820548755
1135,197,1,4,0.4713439480144151
182,197,1,1,0.8893738977072311
819,197,1,3,0.17286598399282474
497,197,1,2,0.984375
1136,198,1,4,0.6482846661467337
498,198,1,2,0.7613732049481053
183,198,1,1,0.5750135090631389
820,198,1,3,0.5838152209212244
184,199,1,1,0.7956330530292467
1137,199,1,4,0.6107269706602456
499,199,1,2,0.5111092643391069
821,199,1,3,0.5517793521370719
1138,200,1,4,0.5158279193339229
500,200,1,2,1.0
185,200,1,1,0.8778062418908023
822,200,1,3,0.7104089328777442
1139,201,1,4,0.3567345257724581
501,201,1,2,0.7133252512074157
823,201,1,3,0.5774447879306944
186,201,1,1,0.2956499849356993
187,202,1,1,0.9256429816993554
824,202,1,3,0.7380878790523426
502,202,1,2,0.5124215128748848
1140,202,1,4,0.7441259464276021
825,203,1,3,0.5718617047868899
503,203,1,2,0.8503255425130425
188,203,1,1,0.9627613591938939
1141,203,1,4,0.34932535839147766
826,204,1,3,0.614918134262501
189,204,1,1,0.76931010179901
504,204,1,2,0.9073616728898597
1142,204,1,4,0.6745251063828264
827,205,1,3,0.762108344577156
190,205,1,1,0.8131234703362178
505,205,1,2,0.9005376939702286
1143,205,1,4,0.630001443989447
1144,206,1,4,0.6150124786940374
191,206,1,1,0.40048540401433125
506,206,1,2,0.6754172719669017
828,206,1,3,0.6492869602929637
1145,207,1,4,0.4427763364901203
192,207,1,1,0.8944708172804148
507,207,1,2,0.3052789504732566
829,207,1,3,0.4808609273468339
1146,208,1,4,0.3823051393947881
508,208,1,2,0.9111999551606764
193,208,1,1,0.7694867430018969
830,208,1,3,0.8347865663553778
831,209,1,3,0.554724593893715
509,209,1,2,0.7539379681789025
194,209,1,1,0.6185801921818478
1147,209,1,4,0.4955212810028397
832,210,1,3,0.45882290568497325
195,210,1,1,0.9801098901098901
1148,210,1,4,0.6082435657012855
510,210,1,2,0.6134182084916774
196,211,1,1,0.783119393736489
833,211,1,3,0.5448412698412698
1149,211,1,4,0.8197376276270872
1150,212,1,4,0.22646221165651778
197,212,1,1,1.0
511,212,1,2,0.47626831241028306
834,212,1,3,0.5754206417219877
512,213,1,2,0.6695414788552043
198,213,1,1,0.6776032610320536
1151,213,1,4,0.4001477038986798
835,213,1,3,0.5317231825248381
513,214,1,2,0.7633476706882952
1152,214,1,4,0.510200219718661
199,214,1,1,0.8927588349715824
836,214,1,3,0.3590609466945313
200,215,1,1,0.6324184765594107
1153,215,1,4,0.8965709648273384
514,215,1,2,0.934480261988352
837,215,1,3,0.8254514143728575
201,216,1,1,0.8952520562923713
838,216,1,3,0.6859138279826393
515,216,1,2,0.38696513503995
1154,216,1,4,0.5484185877806553
202,217,1,1,0.5933708575117917
516,217,1,2,0.939373897707231
1155,217,1,4,0.6504082062894554
839,217,1,3,0.6965948510875016
840,218,1,3,0.8071031746031746
517,218,1,2,0.5093287674978886
1156,218,1,4,0.35099955442173775
203,218,1,1,0.8152530009672867
518,219,1,2,0.771637611750359
841,219,1,3,0.8819286959850697
204,219,1,1,0.8840422240029455
1157,219,1,4,0.5133288670946767
519,220,1,2,0.9155690946870937
1158,220,1,4,0.5994226994330508
205,220,1,1,0.926253422161512
842,220,1,3,0.6622614551494482
1159,221,1,4,0.7182719776353678
520,221,1,2,0.5499434005056841
843,221,1,3,0.6542082635421442
206,221,1,1,0.5099166720418571
521,222,1,2,0.5383581532065208
1160,222,1,4,0.4294417840366958
844,222,1,3,0.3003054814122926
207,222,1,1,1.0
1161,223,1,4,0.8699999999999999
208,223,1,1,0.3762252562252562
522,223,1,2,0.9227858388422127
845,223,1,3,0.6678174603174604
209,224,1,1,0.98021518562176
846,224,1,3,0.6096657451909303
1162,224,1,4,0.6646754565576211
523,224,1,2,0.7826896111785195
1163,225,1,4,0.38846245515301914
210,225,1,1,1.0
847,225,1,3,0.3125890969830935
524,225,1,2,0.8013924424818388
1164,226,1,4,0.5108726378585444
211,226,1,1,0.9263703270843363
848,226,1,3,0.862927731512292
525,226,1,2,0.886381405289495
849,227,1,3,0.46718562842759903
1165,227,1,4,0.6893007020215393
212,227,1,1,1.0
526,227,1,2,0.6821613961784914
1166,228,1,4,0.5871534261957064
213,228,1,1,0.9627613591938939
850,228,1,3,0.6759196876888086
527,228,1,2,0.7076370661823482
214,229,1,1,0.5410236095487947
528,229,1,2,0.6602678571428571
1167,229,1,4,0.19000190885227902
851,229,1,3,0.5598692973692974
215,230,1,1,0.8917846342497036
852,230,1,3,0.5328616554106751
1168,230,1,4,0.6573563265902074
529,230,1,2,0.9306950062231931
853,231,1,3,0.7015516470338116
216,231,1,1,1.0
530,231,1,2,0.5674079059287432
1169,231,1,4,0.5366877415535511
531,232,1,2,0.9790117745858907
1170,232,1,4,0.39552215334059454
854,232,1,3,0.7894906148786078
217,232,1,1,1.0
532,233,1,2,0.9205963616527353
1171,233,1,4,0.43191221360712556
855,233,1,3,0.9135943917193917
218,233,1,1,0.6234396268648119
1172,234,1,4,0.3236655487211821
856,234,1,3,0.49125588258976327
219,234,1,1,1.0
533,234,1,2,1.0
857,235,1,3,0.6723003257208535
220,235,1,1,0.9318824948432162
1173,235,1,4,0.43226622108840446
534,235,1,2,0.8380566791130528
858,236,1,3,0.374626044220956
535,236,1,2,0.6565590374492918
1174,236,1,4,0.7118777028837063
221,237,1,1,1.0
1175,237,1,4,0.48088999950409284
536,237,1,2,0.5061423264953888
859,237,1,3,0.8301814052894954
222,238,1,1,0.5139200385053394
860,238,1,3,0.5649302527074637
1176,238,1,4,0.4676625422004746
537,238,1,2,0.4674179516599223
1177,239,1,4,0.4867627016811429
538,239,1,2,0.5503099069115626
223,239,1,1,0.6039062985436272
861,239,1,3,0.7132288184348219
1178,240,1,4,0.6111065056598776
224,240,1,1,0.6581276866729686
539,240,1,2,0.6023560459731412
862,240,1,3,0.8129847641582331
225,241,1,1,0.9219662653988001
540,241,1,2,0.9057617485713461
1179,241,1,4,0.4932108038205494
863,241,1,3,0.6790194971004553
1180,242,1,4,0.5226190476190476
226,242,1,1,0.7788243309210194
541,242,1,2,0.5850562631812632
864,242,1,3,0.8375937900062279
227,243,1,1,0.7092863155363155
1181,243,1,4,0.26606628646028296
542,243,1,2,1.0
865,243,1,3,0.6204634614842988
228,244,1,1,0.8566136525743739
543,244,1,2,0.48954172143197583
866,244,1,3,0.9306429816993554
1182,244,1,4,0.6005029414132926
867,245,1,3,0.5530883324853307
544,245,1,2,0.3273315099895393
1183,245,1,4,0.45561188174981415
229,245,1,1,0.7422456016206016
868,246,1,3,0.5465452183747513
545,246,1,2,0.6921707566046372
1184,246,1,4,0.6584408923512437
230,246,1,1,0.40856581889566146
869,247,1,3,0.6208768679264978
546,247,1,2,0.5586042144944688
1185,247,1,4,0.5299207103391516
231,247,1,1,0.6754183520029126
547,248,1,2,0.6277521382447886
1186,248,1,4,0.5118697099119901
870,248,1,3,0.583934686260181
232,248,1,1,0.8538807346405407
871,249,1,3,0.7059201323496651
548,249,1,2,1.0
233,249,1,1,0.9148596353141808
1187,249,1,4,0.6022673243733279
1188,250,1,4,0.28239613671053976
872,250,1,3,0.6977338146030096
234,250,1,1,1.0
549,250,1,2,1.0
550,251,1,2,0.5951855591500227
1189,251,1,4,0.39660043996624966
873,251,1,3,0.4886662494756854
235,251,1,1,1.0
551,252,1,2,0.4431004650619269
236,252,1,1,1.0
874,252,1,3,0.28700054218675836
1190,252,1,4,0.7221287822391337
552,253,1,2,0.9058676208283423
1191,253,1,4,0.6665800227860263
553,254,1,2,0.2895874327692509
237,254,1,1,0.909208092697001
875,254,1,3,0.5748307202964066
1192,254,1,4,0.507354838749441
554,255,1,2,0.41749141688541336
238,255,1,1,0.9128525055088791
1193,255,1,4,0.39864248856092976
876,255,1,3,0.6074693194796708
239,256,1,1,0.7461673511673512
877,256,1,3,0.5900597610567593
1194,256,1,4,0.3898193181894756
555,256,1,2,0.7688195609764237
1195,257,1,4,0.7016035186138698
240,257,1,1,0.5739486331848374
878,257,1,3,0.6592063492063491
556,257,1,2,0.8114593076237712
879,258,1,3,0.6885628731837105
241,258,1,1,1.0
1196,258,1,4,0.4746484779186354
557,258,1,2,0.9539373802742627
880,259,1,3,0.5660607683906109
242,259,1,1,1.0
1197,259,1,4,0.6211900362242266
558,259,1,2,0.993176021080369
243,260,1,1,0.6706707505921936
881,260,1,3,0.6716080507533326
559,260,1,2,0.8155851062414798
1198,260,1,4,0.6885850476709543
882,261,1,3,0.7075947884827817
560,261,1,2,0.917560261520983
1199,261,1,4,0.47001793700384353
244,261,1,1,0.767745548102691
1200,262,1,4,0.653236084293804
883,262,1,3,0.6961609772737246
245,262,1,1,0.8072903688749293
561,262,1,2,0.7352658641309334
884,263,1,3,0.4677946252279001
562,263,1,2,0.7733201263372216
1201,263,1,4,0.2814025717871872
246,263,1,1,0.6893812014939489
1202,264,1,4,0.7141527611587647
247,264,1,1,0.9386950062231931
563,264,1,2,0.6130652187061529
885,264,1,3,0.8870036275117174
248,265,1,1,0.6413552253966952
564,265,1,2,0.3783298263439198
886,265,1,3,0.6643490093550128
1203,265,1,4,0.34138445414683133
1204,266,1,4,0.357299647870115
887,266,1,3,0.8172414886700601
249,266,1,1,0.8605759980759982
565,266,1,2,0.9844117194430866
566,267,1,2,0.6035516335516335
250,267,1,1,0.9165550719122147
1205,267,1,4,0.5464033995453703
888,267,1,3,0.5433333333333333
251,268,1,1,0.8673885845454472
1206,268,1,4,0.7220180443193904
567,268,1,2,0.9917275362318841
889,268,1,3,0.6772693275988605
568,269,1,2,0.8473616728898596
1207,269,1,4,0.759358388025202
890,269,1,3,0.7621464463521402
252,269,1,1,0.9239738777775044
253,270,1,1,0.9258610022409053
569,270,1,2,0.6802743127320325
891,270,1,3,0.8824016921144395
1208,270,1,4,0.7028149493048942
892,271,1,3,0.9109474048124742
1209,271,1,4,0.4470104025526828
254,271,1,1,0.9005376939702286
570,271,1,2,0.8072903688749293
893,272,1,3,0.5250397903469901
255,272,1,1,0.9605204030485899
1210,272,1,4,0.554404661390568
571,272,1,2,0.7347233457797195
572,273,1,2,0.7472149205679828
894,273,1,3,0.6149180899476229
1211,273,1,4,0.6319763780378399
256,273,1,1,0.9745670230952099
257,274,1,1,0.8398105452750089
573,274,1,2,0.5646510772920115
1212,274,1,4,0.3790669114810049
895,274,1,3,0.45537350378790686
258,275,1,1,0.7148141783987388
1213,275,1,4,0.42523817065661185
896,275,1,3,0.5744461717475178
574,275,1,2,0.28231864977576376
897,276,1,3,0.4160780879639946
259,276,1,1,0.9306950062231931
575,276,1,2,0.9571578557142294
1214,276,1,4,0.7654384128397589
260,277,1,1,0.7361469661640614
576,277,1,2,0.8420185641313114
1215,277,1,4,0.4781826909125335
898,277,1,3,0.5018714353727813
1216,278,1,4,0.5046405776063874
577,278,1,2,0.8473616728898596
899,278,1,3,0.5938437778296843
261,278,1,1,0.8951130171428158
578,279,1,2,0.9735982925933908
262,279,1,1,0.9969135802469135
900,279,1,3,0.8734910541799625
1217,279,1,4,0.4800058725199659
901,280,1,3,0.8176578255309848
263,280,1,1,0.6916954591317359
1218,280,1,4,0.5831897417474614
579,280,1,2,0.9082562322169535
264,281,1,1,1.0
580,281,1,2,0.7467998992213423
1219,281,1,4,0.873615055435583
902,281,1,3,0.5029536860590837
1220,282,1,4,0.4442473742332808
265,282,1,1,0.8287822004949479
903,282,1,3,0.7664934525828488
581,282,1,2,0.7760748669436783
1221,283,1,4,0.5731117204731824
266,283,1,1,0.7921513716402799
582,283,1,2,0.5576943115319344
904,283,1,3,0.533601894592149
1222,284,1,4,0.596814762400669
267,284,1,1,0.5033333333333333
583,284,1,2,0.8378246188608957
905,284,1,3,0.8481152709840823
268,285,1,1,0.4571743513583407
584,285,1,2,0.46201644315063356
906,285,1,3,0.6455091846219321
907,286,1,3,0.7543927009522985
1223,286,1,4,0.6138739195833556
269,286,1,1,0.8089888286316859
585,286,1,2,0.6242361342361343
908,287,1,3,0.6798437039889861
1224,287,1,4,0.44953964164938726
586,287,1,2,0.942745548102691
270,287,1,1,1.0
909,288,1,3,0.5264116636089715
1225,288,1,4,0.38242715299387803
587,288,1,2,0.774927731512292
271,288,1,1,0.5536988833723522
910,289,1,3,0.6924605477066693
1226,289,1,4,0.616610212624306
272,289,1,1,0.9725436179981635
588,289,1,2,0.5481713531529119
273,290,1,1,0.6639135506108583
589,290,1,2,0.6157914903256806
911,290,1,3,0.5578205875786169
1227,290,1,4,0.4634328485277603
274,291,1,1,1.0
912,291,1,3,0.7760422042592994
1228,291,1,4,0.5384592068451135
590,291,1,2,0.7927233457797195
913,292,1,3,0.3564373897707231
591,292,1,2,1.0
275,292,1,1,0.6746603066247703
1229,293,1,4,0.5706941899562576
914,293,1,3,0.7903395282591144
276,293,1,1,0.48180807287950145
592,294,1,2,0.5704344690442146
915,294,1,3,0.6530420654471536
277,294,1,1,0.5072158660860235
1230,294,1,4,0.8728347748884429
916,295,1,3,0.7453238694973385
1231,295,1,4,0.5584074485930455
593,295,1,2,0.829567914780662
278,295,1,1,0.898697929055072
917,296,1,3,0.5094448873915155
594,296,1,2,0.5374298092314649
918,297,1,3,0.5836805270707814
595,297,1,2,1.0
1232,297,1,4,0.18705723253578957
279,297,1,1,0.5611800248927723
596,298,1,2,0.6554288550697892
1233,298,1,4,0.3954350323776223
919,298,1,3,0.7412582018316707
280,298,1,1,0.6807804688932163
1234,299,1,4,0.4590679104820039
281,299,1,1,0.9205354016199621
597,299,1,2,0.7271456580712636
920,299,1,3,0.6329612975065795
282,300,1,1,0.7092863155363155
921,300,1,3,0.6671047510692146
1235,300,1,4,0.37639516868916517
598,300,1,2,0.4028709518850453
922,301,1,3,0.8132715053077821
599,301,1,2,0.7304266104266104
283,301,1,1,0.8071031746031746
1236,301,1,4,0.4538091914232848
1237,302,1,4,0.5631697407556473
600,302,1,2,0.766133534626185
284,302,1,1,1.0
923,302,1,3,0.6266530189153962
285,303,1,1,1.0
601,303,1,2,0.7395467791313396
1238,303,1,4,0.2802691129677669
924,303,1,3,0.4875603934032794
602,304,1,2,0.6175980585071494
286,304,1,1,0.7071031746031746
1239,304,1,4,0.6270544449403515
925,304,1,3,0.6485056514834682
926,305,1,3,0.7151374594669925
287,305,1,1,1.0
603,305,1,2,0.6779237706969299
1240,305,1,4,0.415936407422314
927,306,1,3,0.6814764741174083
604,306,1,2,0.7401245678003749
1241,306,1,4,0.543295992281899
288,306,1,1,0.794708890669612
605,307,1,2,0.9984000000000001
1242,307,1,4,0.4933417384084634
289,307,1,1,0.9825908326190195
928,307,1,3,0.6680451279071956
606,308,1,2,0.769927731512292
929,308,1,3,0.5449298139305543
290,308,1,1,0.7691326377171983
1243,308,1,4,0.35121895245688484
291,309,1,1,0.9238710273035619
930,309,1,3,0.5674636747975556
607,309,1,2,0.9904908949745906
1244,309,1,4,0.5529257403116469
1245,310,1,4,0.4031015289955255
292,310,1,1,0.6879299717967539
931,310,1,3,0.5962511392437897
608,310,1,2,0.7486679147806622
609,311,1,2,0.8026254448606337
293,311,1,1,1.0
932,311,1,3,0.6692101387836076
1246,311,1,4,0.43938447389047736
1247,312,1,4,0.669052136662488
294,312,1,1,0.9272108843537415
610,312,1,2,0.68584684546223
933,312,1,3,0.4333495564264795
611,313,1,2,0.6256283266142332
295,313,1,1,0.8566136525743739
934,313,1,3,0.6474870934930971
1248,313,1,4,0.6640202655497984
935,314,1,3,0.7389036451486176
1249,314,1,4,0.3915777790956146
612,314,1,2,0.8299525055088792
296,314,1,1,0.6420850186695791
936,315,1,3,0.5337574238671694
613,315,1,2,0.7991760634169977
1250,315,1,4,0.5068868249009184
297,315,1,1,0.8515927348287327
614,316,1,2,0.7547233457797197
1251,316,1,4,0.6376127987983957
298,316,1,1,0.993176021080369
937,316,1,3,0.8443759762410455
615,317,1,2,0.8200388426234032
1252,317,1,4,0.5727427631655523
299,317,1,1,1.0
938,317,1,3,0.7781645849132994
616,318,1,2,0.8619286959850697
300,318,1,1,0.9871659960177124
1253,318,1,4,0.6877679465491957
939,318,1,3,0.5275333151675055
940,319,1,3,0.6289329579500531
617,319,1,2,0.3727907386417145
301,319,1,1,0.8226251922680493
1254,319,1,4,0.5224390107013879
941,320,1,3,0.8837574544463628
618,320,1,2,0.5805781036271277
302,320,1,1,0.8366329320654667
1255,320,1,4,0.4448593319260569
1256,321,1,4,0.6370160919456249
303,321,1,1,0.752927717232345
619,321,1,2,1.0
942,321,1,3,0.35305244996250507
943,322,1,3,0.6996008615022076
304,322,1,1,0.899215409271783
620,322,1,2,0.8171473061405622
1257,322,1,4,0.38576844740637994
305,323,1,1,0.8873616728898597
621,323,1,2,0.9618782011639154
1258,323,1,4,0.5625331755664505
944,323,1,3,0.6105773378115281
1259,324,1,4,0.5141529576240305
945,324,1,3,0.4995705049889462
306,324,1,1,0.8132768601503324
622,324,1,2,0.6955264820804598
1260,325,1,4,0.5463100939442842
946,325,1,3,0.5941474250850479
307,325,1,1,0.5623042675814784
623,325,1,2,0.31934523809523807
308,326,1,1,0.5756457985561498
1261,326,1,4,0.3695257940590691
624,326,1,2,0.4182462881848263
309,327,1,1,0.9800908326190195
625,327,1,2,0.3037235258825917
947,327,1,3,0.7209649669619651
1262,327,1,4,0.4996067810534091
310,328,1,1,0.7436276686276687
948,328,1,3,0.43613751975130355
1263,328,1,4,0.30721046450446104
626,328,1,2,0.8680552350167565
311,329,1,1,0.7860566791130529
627,329,1,2,0.9940629628720367
949,329,1,3,0.7159594589852497
1264,329,1,4,0.4207492554871879
